cpd_id	compound_name	result_type	reason	pubchem_cid	strategy	query	stored_smiles	pubchem_smiles	stored_inchikey	pubchem_inchikey
cpd32874	reduced coenzyme F420-7	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.68, same formula but different connectivity — likely wrong xref mapping) — requires manual review	126961064	name_lookup	reduced factor 420-7	C[C@H](OP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)CN1C2=NC(=O)NC(=O)C2Cc2ccc(O)cc21)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]	C[C@@H](C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])OP(=O)([O-])OC[C@H]([C@H]([C@H](CN1C2=C(CC3=C1NC(=O)NC3=O)C=CC(=C2)O)O)O)O	FCDDSOBUYVRNDO-PNECQQRGSA-E	IUPQMHDSCNSWML-VVWODWFVSA-E
cpd32899	glandicoline A	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	91820007	name_lookup	glandicoline A	C=CC(C)(C)C12CC(=O)C(=O)N3/C(=C/c4c[nH]cn4)C(=O)NC31Nc1ccccc12	CC(C)(C=C)C12C=C(C(=O)N\3C1(NC4=CC=CC=C24)NC(=O)/C3=C\C5=CN=CN5)O	PRXCCHFUQXVSNT-CXUHLZMHSA-N	IQKCBJLWCVXJOG-CXUHLZMHSA-N
cpd32913	2-hydroxy-3-carboxy-6-oxo-hepta-2,4-dienoate	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.26, same formula but different connectivity — likely wrong xref mapping) — requires manual review	122706215	name_lookup	2-hydroxy-3-carboxy-6-oxo-hepta-2,4-dienoate	CC(=O)CC=C(C(=O)[O-])C(=O)C(=O)[O-]	CC(=O)/C=C/C(=C(/C(=O)O)\[O-])/C(=O)[O-]	OJMYNLHIWGMMGY-UHFFFAOYSA-L	OZAOLWOHTADJOT-ZIMISOLQSA-L
cpd32922	(15<i>E</i>)-phycobiliviolin	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.69, same formula but different connectivity — likely wrong xref mapping) — requires manual review	91820008	name_lookup	(15E)-phycobiliviolin	C=CC1=C(C)C(=O)N[C@H]1Cc1[nH]c(/C=C2\N=C(/C=C3/NC(=O)C(CC)=C3C)C(C)=C2CCC(=O)[O-])c(CCC(=O)[O-])c1C	CCC1=C(C(=NC1=O)/C=C\2/C(=C(/C(=C/C3=C(C(=C(N3)C[C@H]4C(=C(C(=O)N4)C)C=C)C)CCC(=O)[O-])/N2)CCC(=O)[O-])C)C	TXDMUDAXGMSXPS-STWNLGFLSA-L	SRYZCJFTBKCWPH-OJZKLWQESA-L
cpd32939	ambiguine I	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C26H31N2O2, pubchem=C26H30N2O2, H_diff=-1) — requires manual review	16109784	name_lookup	ambiguine I	C#[N+][C@]12C3OC3C(C)(C)c3[nH]c4cccc5c4c3[C@]1(O)[C@H](CC[C@]2(C)C=C)C5(C)C	C[C@@]1(CC[C@H]2[C@@]3([C@@]1([C@@H]4[C@@H](O4)C(C5=C3C6=C(C2(C)C)C=CC=C6N5)(C)C)[N+]#[C-])O)C=C	YNTQSUVPQARVCE-RLGATVNNSA-N	RVIIZRJMWFSNER-LJCLWVHTSA-N
cpd32944	<i>trans</i>-1,4-diaminocyclohexane	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (0 vs 2)	18374	name_lookup	trans-1,4-diaminocyclohexane	[NH3+][C@H]1CC[C@H]([NH3+])CC1	C1CC(CCC1N)N	VKIRRGRTJUUZHS-IZLXSQMJSA-P	VKIRRGRTJUUZHS-UHFFFAOYSA-N
cpd32963	5-methylbenzimidazolyl cyanolcobamide	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C62H84CoN14O14P, pubchem=C62H86CoN14O14P, H_diff=+2) — requires manual review	134820150	name_lookup	5-methylbenzimidazolyl cyanolcobamide	CC1=C2N3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2N4C(=C(CCC(N)=O)C2(C)C)C(C)=C2N5[C@@H]6[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)n2c[n+](c7cc(C)ccc72)[Co-3]435(C#N)[N+]2=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]62C	CC1=CC2=C(C=C1)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co]	SRJLOHCKDPPYFF-PYPMYDLPSA-L	BWRRGPOUPRYIKM-CEHJMQLYSA-L
cpd32971	TMAMQ	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (0 vs 1)	67467499	name_lookup	TMAMQ	COC1=CC(=C/N=N/C=C2C=C(OC)C(=O)C(OC)=C2)C=C(OC)C1=O	COC1=CC(=CN=NC=C2C=C(C(=O)C(=C2)OC)OC)C=C(C1=O)OC	RWUDEKRSLZCEOM-FMQUCBEESA-N	RWUDEKRSLZCEOM-UHFFFAOYSA-N
cpd32972	xenovulene A	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	9863607	name_lookup	xenovulene A	C/C1=C\CC(C)(C)/C=C/C[C@@]2(C)OC3C(=O)C(=O)[C@H]4CO[C@H]([C@@H]34)[C@@H]2CC1	C/C/1=C\CC(/C=C/C[C@@]2([C@@H](CC1)[C@H]3[C@@H]4[C@H](CO3)C(=O)C(=C4O2)O)C)(C)C	WOFXJXDOCPYDHD-PQUNJDNZSA-N	WDFUVZRTUNQXHC-KVPIFFDFSA-N
cpd32985	1D-<i>myo</i>-inositol (2,5) bisphosphate	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (4 vs 6)	122706225	chebi_xref	CHEBI:177297	O=P([O-])([O-])O[C@@H]1[C@H](O)[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H]1O	[C@H]1([C@H](C([C@H]([C@@H](C1OP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-])O)O	PELZSPZCXGTUMR-QWBQGLJISA-J	PELZSPZCXGTUMR-FYRFQUNGSA-J
cpd32993	2-acetyl-2-decarboxyamido-oxytetracycline	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.66, same formula but different connectivity — likely wrong xref mapping) — requires manual review	122706228	name_lookup	2-acetyl-2-decarboxyamido-oxytetracycline	CC(=O)C1=C([O-])[C@@H]([NH+](C)C)[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C1=O)C(=O)c1c(O)cccc1[C@@]3(C)O	CC(=O)C1=C([C@@]2([C@@H]([C@H]([C@H]3C(=C(C4=C([C@@]3(C)O)C=CC=C4O)O)C2=O)O)[C@@H](C1=O)[NH+](C)C)O)[O-]	CXSLZLZWQICHIJ-JSILLTCQSA-N	IEXLMWZQCURUMB-JSILLTCQSA-N
cpd33021	3-benzyl-3,6 -disulfide-6-(hydroxymethyl)-DKP	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (0 vs 2)	90657891	name_lookup	3-benzyl-3,6 -disulfide-6-(hydroxymethyl)-DKP	O=C1N[C@@]2(Cc3ccccc3)SS[C@]1(CO)NC2=O	C1=CC=C(C=C1)CC23C(=O)NC(C(=O)N2)(SS3)CO	POIIJAAGMGNXLO-RYUDHWBXSA-N	POIIJAAGMGNXLO-UHFFFAOYSA-N
cpd33023	harzianum A	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (3 vs 8)	6444304	name_lookup	harzianum A	CC1=C[C@H]2O[C@@H]3C[C@@H](OC(=O)/C=C\C=C\C=C\C(=O)[O-])[C@@](C)(C34CO4)[C@@]2(C)CC1	CC1=CC2C(CC1)(C3(C(CC(C34CO4)O2)OC(=O)/C=C/C=C/C=C/C(=O)O)C)C	FVRDNLIUSWSBCT-UFZXEYFSSA-M	FVRDNLIUSWSBCT-WUJFNTSISA-N
cpd33032	alpha-D-Col-(1->2)-beta-D-Gal-(1->3)-alpha-D-GlcNAc-PP-Und	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C75H123NO20P2, pubchem=C20H35NO14) — requires manual review	118796936	name_lookup	alpha-colitosyl-(1->2)-beta-D-galactosyl-(1->3)-N-acetyl-D-glucosamine	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@@H](O)C[C@@H]1O	C[C@H]1[C@H](C[C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@H]3[C@@H]([C@H](OC([C@@H]3NC(=O)C)O)CO)O)CO)O)O)O)O	QHVXMEIKVUFKBR-YMIPJOMJSA-L	JSTYGXQNHFJXJZ-YUNPFAOVSA-N
cpd33037	6,7-dihydroxy-3-isocyanochromen-2-one	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C10H6NO4, pubchem=C10H5NO4, H_diff=-1) — requires manual review	130034774	name_lookup	6,7-dihydroxy-3-isocyanochromen-2-one	C#[N+]c1cc2cc(O)c(O)cc2oc1=O	[C-]#[N+]C1=CC2=CC(=C(C=C2OC1=O)O)O	HZGSNHYHVKXEKT-UHFFFAOYSA-O	PBXVYKHISUQHKY-UHFFFAOYSA-N
cpd33040	Coalpha-[alpha-(benzimidazolyl)]-Cobeta-cyanocobamide	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C61H82CoN14O14P, pubchem=C61H84CoN14O14P, H_diff=+2) — requires manual review	134820158	name_lookup	benzimidazolyl cyanocobamide	CC1=C2N3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2N4C(=C(CCC(N)=O)C2(C)C)C(C)=C2N5[C@@H]6[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)n2c[n+](c7ccccc72)[Co-3]435(C#N)[N+]2=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]62C	C/C/1=C/2\[C@@]([C@@H](C(=N2)/C=C\3/C([C@@H](C(=N3)/C(=C\4/[C@]([C@H]([C@@H]([N-]4)[C@]5([C@@]([C@@H](C1=N5)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]6[C@H](O[C@@H]([C@@H]6O)N7C=NC8=CC=CC=C87)CO)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N.[C-]#N.[Co]	VNJOFVAFSCTDQT-GTIPFPDLSA-L	IQAXPRHEMMCCGL-GTPYGKMOSA-L
cpd33061	malvidin 3-<i>O</i>-rutinoside	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	90657906	name_lookup	malvidin 3-O-rutinoside	COc1cc(-c2oc3cc(O)cc(=O)c-3cc2O[C@@H]2O[C@H](CO[C@@H]3C[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O	C[C@@H]1C[C@H]([C@@H]([C@@H]([C@H]1O)O)O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=O)C=C(C4=C3)O)C5=CC(=C(C(=C5)OC)O)OC)O)O)O	OSCDICWIUZBOIY-DKJRWSDTSA-N	KKDMZZAUAIZTFK-DKJRWSDTSA-N
cpd33062	(<i>E</i>)-4-(2-isocyanovinyl)phenol	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C9H8NO, pubchem=C9H7NO, H_diff=-1) — requires manual review	131232451	chebi_xref	CHEBI:140650	C#[N+]/C=C/c1ccc(O)cc1	[C-]#[N+]/C=C/C1=CC=C(C=C1)O	NBVBAAQDSIXIGE-VOTSOKGWSA-O	DPQRSJXKWWAJGK-VOTSOKGWSA-N
cpd33069	preandiloid C	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.61, same formula but different connectivity — likely wrong xref mapping) — requires manual review	91820040	name_lookup	preandiloid C	CC1=C2O[C@@]3(C)CC[C@H]4C(C)(C)C(=O)C=C[C@]4(C)[C@H]3C[C@]2(C)C2=COC(=O)C2=C1O	CC1=C2[C@](C[C@@H]3[C@@](O2)(CC[C@@H]4[C@@]3(C=CC(=O)C4(C)C)C)C)(C5=C(C1=O)C(=O)OC5)C	MXOHQTOSFUWNCH-MZTDULQMSA-N	ZKKBNTCAKNMLLQ-UVHKRSBMSA-N
cpd33092	Fe(III)-[N-(2,3-dihydroxybenzoyl)-L-serine]	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C10H8FeNO6, pubchem=C10H10FeNO6, H_diff=+2) — requires manual review	135397981	chebi_xref	CHEBI:143010	O=C(N[C@@H](CO)C(=O)[O-])c1cccc2c1O[Fe+]O2	C1=CC(=C(C(=C1)O)O)C(=O)N[C@@H](CO)C(=O)[O-].[Fe]	GRWHJFDPSIMTMT-RGMNGODLSA-K	CNGSOAGKXMNDIO-RGMNGODLSA-M
cpd33112	(2R,3E)-phycocyanobilin	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.68, same formula but different connectivity — likely wrong xref mapping) — requires manual review	91666418	name_lookup	(2R,3E)-phycocyanobilin	C/C=C1C(=C/c2[nH]c(/C=C3\N=C(/C=C4\NC(=O)C(CC)=C4C)C(C)=C3CCC(=O)[O-])c(CCC(=O)[O-])c2C)/NC(=O)[C@@H]/1C	CCC1=C(C(=NC1=O)/C=C\2/C(=C(/C(=C/C3=C(C(=C(N3)/C=C\4/C(=C/C)/[C@H](C(=O)N4)C)C)CCC(=O)[O-])/N2)CCC(=O)[O-])C)C	INPDFIMLLXXDOQ-UAWLBFNISA-L	NNMALANKTSRILL-GSZAROSWSA-L
cpd33114	a nascent peptidoglycan (<i>meso</i>-DAP containing) with GlcNAc non-reducing terminus	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (25 vs 26)	122706251	name_lookup	a nascent peptidoglycan (meso-DAP containing) with GlcNAc terminus	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O	C[C@@H](C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@H](C(=O)[O-])[NH3+])C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])NC(=O)[C@@H](C)O[C@H]1[C@@H]([C@H](OC([C@@H]1NC(=O)C)OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C	ZJUCBLJPWMJPPP-FBTIMHPGSA-J	ZJUCBLJPWMJPPP-ZBZLBUFYSA-J
cpd23063	6-diphospho-1D-myo-inositol (1,2,3,4,5)pentakisphosphate	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (4 vs 6)	45479434	name_lookup	6-diphospho-1D-myo-inositol (1,2,3,4,5)pentakisphosphate	O=P([O-])([O-])O[C@H]1[C@@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])OP(=O)([O-])O)[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-]	[C@@H]1([C@H](C([C@H]([C@@H](C1OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-]	UPHPWXPNZIOZJL-XCMZKKERSA-B	UPHPWXPNZIOZJL-WWHKVMGRSA-A
cpd23074	2-hydroxy-3-(hydroxyphosphonoylmethyl)butanedioate	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C5H6O7P, pubchem=C5H5O7P, H_diff=-1) — requires manual review	45479578	chebi_xref	CHEBI:131650	O=C([O-])C(O)C(C[PH](=O)[O-])C(=O)[O-]	C(C(C(C(=O)[O-])O)C(=O)[O-])[P+](=O)[O-]	RZQCPFXISXNJHP-UHFFFAOYSA-K	YQEGOYHOURTPPX-UHFFFAOYSA-L
cpd23083	2-amino-6-[(1S,2S)-1,2,3-trihydroxypropyl]-7,8-dihydropteridin-4(3H)-one	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	135874849	chebi_xref	CHEBI:71175	Nc1nc(=O)c2c([nH]1)NCC(C(=O)[C@@H](O)CO)N2	C1C(=NC2=C(N1)N=C(NC2=O)N)[C@@H]([C@H](CO)O)O	VFVVPBBLCNJQRK-BKLSDQPFSA-N	YQIFAMYNGGOTFB-NJGYIYPDSA-N
cpd23090	BE 13793C	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.16, same formula but different connectivity — likely wrong xref mapping) — requires manual review	9928668	name_lookup	BE 13793C	O=C1CCc2c([nH]c3c4nc5c(=O)cc(O)cc-5c4c4cnc(=O)c4c23)C1	C1=CC2=C(C(=C1)O)NC3=C4C(=C5C(=C23)C(=O)NC5=O)C6=C(N4)C(=CC=C6)O	LGHQPUWQHZBUST-UHFFFAOYSA-N	FETFZHLVPOJEBR-UHFFFAOYSA-N
cpd23091	ED 110	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	135705573	name_lookup	ED 110	O=C1Cc2[nH]c3c4nc5c(=O)cc(O)cc-5c4c4cnc(=O)c4c3c2CC1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C1C(C(=CC2=C1C3=C4C(=C5C6=C(C(=O)CC(=C6)O)N=C5C3=N2)C=NC4=O)O)[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O	CYIDHFGWLQVOIJ-FKKAOLSPSA-N	GEFUXTHVYBRRRD-FKKAOLSPSA-N
cpd23097	(22R,23R)-28-homocastasterone 22-O-sulfate	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (9 vs 13)	45479420	name_lookup	(22R,23R)-28-homocastasterone 22-O-sulfate	CC[C@@H](C(C)C)[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C	CC[C@H]([C@H]([C@@H]([C@@H](C)C1CCC2[C@@]1(CCC3C2CC(=O)[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)OS(=O)(=O)[O-])O)C(C)C	MXFYIPZNENWPSK-NKOPCKDMSA-M	MXFYIPZNENWPSK-BSBOPDPFSA-M
cpd23103	(2E,4Z)-2-hydroxy-5-carboxymuconate-6-semialdehyde	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.26, same formula but different connectivity — likely wrong xref mapping) — requires manual review	90659264	name_lookup	(2E,4Z)-2-hydroxy-5-carboxymuconate-6-semialdehyde	O=CC(C=CC(=O)C(=O)[O-])C(=O)[O-]	C(=C/C(=O)C(=O)O)\C(=C\[O-])\C(=O)[O-]	HCQWWPHLMKWTDT-UHFFFAOYSA-L	UUXOWMLQXACBTJ-XLFBNKDWSA-L
cpd23112	4-carboxy-2-hydroxypenta-2,4-dienoate	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.29, same formula but different connectivity — likely wrong xref mapping) — requires manual review	54750829	name_lookup	4-carboxy-2-hydroxypenta-2,4-dienoate	CC(=CC(=O)C(=O)[O-])C(=O)[O-]	C=C(/C=C(\C(=O)O)/[O-])C(=O)[O-]	WLGLTNPFBKNYGG-UHFFFAOYSA-L	IPWNMCXZUUQQTP-DUXPYHPUSA-L
cpd23148	1D-<i>myo</i>-inositol (3,6)-bisphosphate	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (4 vs 6)	45479461	name_lookup	inositol (3,6)-bisphosphate	O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H]1O	[C@H]1([C@@H](C([C@H]([C@@H](C1OP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-])O)O	PELZSPZCXGTUMR-ADOSBGCESA-J	PELZSPZCXGTUMR-OHMVJDTGSA-J
cpd23149	1D-<i>myo</i>-inositol 3-diphosphate 1,2,4,5,6-pentakisphosphate	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (4 vs 6)	45479345	chebi_xref	CHEBI:140374	O=P([O-])([O-])O[C@@H]1[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])OP(=O)([O-])O)[C@@H](OP(=O)([O-])[O-])[C@H]1OP(=O)([O-])[O-]	[C@H]1([C@@H](C([C@H]([C@@H](C1OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-]	UPHPWXPNZIOZJL-PTQMNWPWSA-B	UPHPWXPNZIOZJL-LXOASSSBSA-A
